Id_Rssd,N,asOfDate
3606542,1,2010-12-31
3606542,1,2011-03-31
3606542,1,2011-06-30
3606542,1,2011-09-30
3606542,1,2011-12-31
3606542,1,2012-03-31
3606542,1,2012-06-30
3606542,1,2012-09-30
3606542,1,2012-12-31
3606542,1,2013-03-31
3606542,1,2013-06-30
3606542,1,2013-09-30
3606542,1,2013-12-31
3606542,1,2014-03-31
3606542,1,2014-06-30
3606542,1,2014-09-30
3606542,1,2014-12-31
3606542,1,2015-03-31
3606542,1,2015-06-30
3606542,1,2015-09-30
3606542,1,2015-12-31
3606542,1,2016-03-31
3606542,1,2016-06-30
3606542,1,2016-09-30
3606542,1,2016-12-31
3606542,1,2017-03-31
3606542,1,2017-06-30
3606542,2,2017-09-30
3606542,2,2017-12-31
3606542,2,2018-03-31
3606542,2,2018-06-30
3606542,2,2018-09-30
3833526,4,2008-12-31
3833526,5,2009-03-31
3833526,5,2009-06-30
3833526,5,2009-09-30
3833526,5,2009-12-31
3833526,5,2010-03-31
3833526,5,2010-06-30
3833526,6,2010-09-30
3833526,5,2010-12-31
3833526,5,2011-03-31
3833526,5,2011-06-30
3833526,5,2011-09-30
3833526,4,2011-12-31
3833526,4,2012-03-31
3833526,4,2012-06-30
3833526,4,2012-09-30
3833526,4,2012-12-31
3833526,3,2013-03-31
3833526,3,2013-06-30
3833526,3,2013-09-30
3833526,3,2013-12-31
3833526,3,2014-03-31
3833526,3,2014-06-30
3833526,2,2014-09-30
3833526,1,2014-12-31
3833526,0,2015-03-31
3833526,0,2015-06-30
3833526,0,2015-09-30
3833526,0,2015-12-31
3833526,0,2016-03-31
3833526,0,2016-06-30
3833526,0,2016-09-30
3833526,0,2016-12-31
3833526,0,2017-03-31
3833526,0,2017-06-30
3840207,0,1999-12-31
3840207,0,2000-03-31
3840207,0,2000-06-30
3840207,0,2000-09-30
3840207,0,2000-12-31
3840207,0,2001-03-31
3840207,0,2001-06-30
3840207,0,2001-09-30
3840207,0,2001-12-31
3840207,0,2002-03-31
3840207,0,2002-06-30
3840207,0,2002-09-30
3840207,0,2002-12-31
3840207,0,2003-03-31
3840207,0,2003-06-30
3840207,0,2003-09-30
3840207,0,2003-12-31
3840207,0,2004-03-31
3840207,0,2004-06-30
3840207,0,2004-09-30
3840207,0,2004-12-31
3840207,0,2005-03-31
3840207,0,2005-06-30
3840207,0,2005-09-30
3840207,0,2005-12-31
3840207,0,2006-03-31
3840207,0,2006-06-30
3840207,0,2006-09-30
3840207,0,2006-12-31
3840207,0,2007-03-31
3840207,0,2007-06-30
3840207,0,2007-09-30
3840207,0,2007-12-31
3840207,0,2008-03-31
3840207,0,2008-06-30
3840207,0,2008-09-30
3840207,0,2008-12-31
3840207,0,2009-03-31
3840207,0,2009-06-30
3840207,0,2009-09-30
3840207,0,2009-12-31
3840207,0,2010-03-31
3840207,0,2010-06-30
3840207,0,2010-09-30
3840207,0,2010-12-31
3840207,0,2011-03-31
3840207,0,2011-06-30
3840207,3,2011-09-30
3840207,3,2011-12-31
3840207,3,2012-03-31
3840207,3,2012-06-30
3840207,3,2012-09-30
3840207,1,2012-12-31
3840207,1,2013-03-31
3840207,1,2013-06-30
3840207,1,2013-09-30
3840207,1,2013-12-31
3840207,1,2014-03-31
3840207,1,2014-06-30
3840207,1,2014-09-30
3840207,1,2014-12-31
3840207,1,2015-03-31
3840207,1,2015-06-30
3840207,1,2015-09-30
3840207,1,2015-12-31
3840207,1,2016-03-31
3840207,1,2016-06-30
3840207,1,2016-09-30
3840207,1,2016-12-31
3840207,1,2017-03-31
3840207,1,2017-06-30
3840207,1,2017-09-30
3840207,1,2017-12-31
3840207,1,2018-03-31
3840207,1,2018-06-30
3840207,1,2018-09-30
3846375,2,2009-03-31
3846375,2,2009-06-30
3846375,2,2009-09-30
3846375,2,2009-12-31
3846375,2,2010-03-31
3846375,2,2010-06-30
3846375,2,2010-09-30
3846375,2,2010-12-31
3846375,2,2011-03-31
3846375,2,2011-06-30
3846375,2,2011-09-30
3846375,2,2011-12-31
3846375,2,2012-03-31
3846375,2,2012-06-30
3846375,3,2012-09-30
3846375,3,2012-12-31
3846375,3,2013-03-31
3846375,3,2013-06-30
3846375,3,2013-09-30
3846375,3,2013-12-31
3846375,2,2014-03-31
3846375,2,2014-06-30
3846375,2,2014-09-30
3846375,2,2014-12-31
3846375,2,2015-03-31
3846375,2,2015-06-30
3846375,2,2015-09-30
3846375,2,2015-12-31
3846375,2,2016-03-31
3846375,2,2016-06-30
3846375,2,2016-09-30
3846375,2,2016-12-31
3846375,2,2017-03-31
3846375,2,2017-06-30
3846375,2,2017-09-30
3846375,2,2017-12-31
3846375,2,2018-03-31
3846375,2,2018-06-30
3846375,2,2018-09-30
3853449,0,2006-03-31
3853449,0,2006-06-30
3853449,0,2006-09-30
3853449,0,2006-12-31
3853449,0,2007-03-31
3853449,0,2007-06-30
3853449,0,2007-09-30
3853449,0,2007-12-31
3853449,0,2008-03-31
3853449,0,2008-06-30
3853449,0,2008-09-30
3853449,0,2008-12-31
3853449,0,2009-03-31
3853449,0,2009-06-30
3853449,0,2009-09-30
3853449,0,2009-12-31
3853449,0,2010-03-31
3853449,0,2010-06-30
3853449,0,2010-09-30
3853449,0,2010-12-31
3853449,0,2011-03-31
3853449,0,2011-06-30
3853449,12,2011-09-30
3853449,12,2011-12-31
3853449,12,2012-03-31
3853449,12,2012-06-30
3853449,12,2012-09-30
3853449,17,2012-12-31
3853449,17,2013-03-31
3853449,17,2013-06-30
3853449,17,2013-09-30
3853449,17,2013-12-31
3981856,0,2010-03-31
3981856,0,2010-06-30
3981856,0,2010-09-30
3981856,0,2010-12-31
3981856,0,2011-03-31
3981856,0,2011-06-30
3981856,0,2011-09-30
3981856,0,2011-12-31
3981856,1,2012-03-31
3981856,1,2012-06-30
3981856,1,2012-09-30
3981856,1,2012-12-31
3981856,1,2013-03-31
3981856,1,2013-06-30
3981856,1,2013-09-30
3981856,1,2013-12-31
3981856,1,2014-03-31
3981856,1,2014-06-30
3981856,1,2014-09-30
3981856,1,2014-12-31
3981856,1,2015-03-31
3981856,1,2015-06-30
3981856,1,2015-09-30
3981856,1,2015-12-31
3981856,1,2016-03-31
3981856,1,2016-06-30
3981856,1,2016-09-30
3981856,1,2016-12-31
3981856,1,2017-03-31
3981856,1,2017-06-30
3981856,1,2017-09-30
3981856,1,2017-12-31
3981856,1,2018-03-31
3981856,1,2018-06-30
3981856,1,2018-09-30
4846998,0,2016-09-30
4846998,1,2016-12-31
4846998,1,2017-03-31
4846998,10,2017-06-30
4846998,10,2017-09-30
4846998,10,2017-12-31
4846998,10,2018-03-31
4846998,10,2018-06-30
4846998,10,2018-09-30
5006575,2,2016-09-30
5006575,2,2016-12-31
5006575,1,2017-03-31
5006575,1,2017-06-30
5006575,1,2017-09-30
5006575,1,2017-12-31
5006575,1,2018-03-31
5006575,1,2018-06-30
5006575,1,2018-09-30
