Id_Rssd,Type,N,asOfDate
1037003,Bank Holding Company,2,2002-09-30
1037003,National Bank,1,2002-09-30
1037003,Domestic Entity Other,21,2002-09-30
1037003,State Member Bank,1,2002-09-30
1037003,Securities Broker/Dealer,1,2002-09-30
1037003,Finance Company,1,2002-09-30
1037003,Bank Holding Company,2,2002-12-31
1037003,National Bank,1,2002-12-31
1037003,Domestic Entity Other,23,2002-12-31
1037003,State Member Bank,1,2002-12-31
1037003,Securities Broker/Dealer,1,2002-12-31
1037003,Finance Company,1,2002-12-31
1037003,Bank Holding Company,1,2003-03-31
1037003,State Member Bank,1,2003-03-31
1037003,Domestic Entity Other,22,2003-03-31
1037003,Securities Broker/Dealer,1,2003-03-31
1037003,Finance Company,1,2003-03-31
1037003,National Bank,1,2003-03-31
1037003,Bank Holding Company,1,2003-06-30
1037003,National Bank,2,2003-06-30
1037003,Domestic Entity Other,44,2003-06-30
1037003,State Member Bank,1,2003-06-30
1037003,Finance Company,3,2003-06-30
1037003,Securities Broker/Dealer,1,2003-06-30
1037003,Data Processing Servicer,1,2003-06-30
1037003,International Nonbank Sub of Domestic Entities,1,2003-06-30
1037003,Bank Holding Company,1,2003-09-30
1037003,State Member Bank,1,2003-09-30
1037003,Domestic Entity Other,42,2003-09-30
1037003,Finance Company,3,2003-09-30
1037003,Securities Broker/Dealer,1,2003-09-30
1037003,Non-deposit Trust Company - Non- member,1,2003-09-30
1037003,Data Processing Servicer,1,2003-09-30
1037003,International Nonbank Sub of Domestic Entities,1,2003-09-30
1037003,National Bank,1,2003-09-30
1037003,Bank Holding Company,1,2003-12-31
1037003,State Member Bank,1,2003-12-31
1037003,Domestic Entity Other,41,2003-12-31
1037003,Finance Company,3,2003-12-31
1037003,Securities Broker/Dealer,1,2003-12-31
1037003,Non-deposit Trust Company - Non- member,1,2003-12-31
1037003,Data Processing Servicer,1,2003-12-31
1037003,International Nonbank Sub of Domestic Entities,1,2003-12-31
1037003,National Bank,1,2003-12-31
1037003,Bank Holding Company,1,2004-03-31
1037003,State Member Bank,1,2004-03-31
1037003,Domestic Entity Other,40,2004-03-31
1037003,Finance Company,3,2004-03-31
1037003,Securities Broker/Dealer,1,2004-03-31
1037003,Non-deposit Trust Company - Non- member,1,2004-03-31
1037003,Data Processing Servicer,1,2004-03-31
1037003,International Nonbank Sub of Domestic Entities,1,2004-03-31
1037003,National Bank,1,2004-03-31
1037003,Bank Holding Company,1,2004-06-30
1037003,State Member Bank,1,2004-06-30
1037003,Domestic Entity Other,40,2004-06-30
1037003,Finance Company,3,2004-06-30
1037003,Securities Broker/Dealer,1,2004-06-30
1037003,Non-deposit Trust Company - Non- member,1,2004-06-30
1037003,Data Processing Servicer,1,2004-06-30
1037003,International Nonbank Sub of Domestic Entities,1,2004-06-30
1037003,National Bank,1,2004-06-30
1037003,Bank Holding Company,1,2004-09-30
1037003,State Member Bank,1,2004-09-30
1037003,Domestic Entity Other,39,2004-09-30
1037003,Finance Company,4,2004-09-30
1037003,Securities Broker/Dealer,1,2004-09-30
1037003,Non-deposit Trust Company - Non- member,1,2004-09-30
1037003,Data Processing Servicer,1,2004-09-30
1037003,International Nonbank Sub of Domestic Entities,1,2004-09-30
1037003,National Bank,1,2004-09-30
1037003,Bank Holding Company,1,2004-12-31
1037003,State Member Bank,1,2004-12-31
1037003,Domestic Entity Other,40,2004-12-31
1037003,Finance Company,4,2004-12-31
1037003,Securities Broker/Dealer,1,2004-12-31
1037003,Non-deposit Trust Company - Non- member,1,2004-12-31
1037003,Data Processing Servicer,1,2004-12-31
1037003,International Nonbank Sub of Domestic Entities,1,2004-12-31
1037003,National Bank,1,2004-12-31
1037003,Bank Holding Company,1,2005-03-31
1037003,State Member Bank,1,2005-03-31
1037003,Domestic Entity Other,40,2005-03-31
1037003,Finance Company,4,2005-03-31
1037003,Securities Broker/Dealer,1,2005-03-31
1037003,Non-deposit Trust Company - Non- member,1,2005-03-31
1037003,Data Processing Servicer,1,2005-03-31
1037003,International Nonbank Sub of Domestic Entities,1,2005-03-31
1037003,National Bank,1,2005-03-31
1037003,Bank Holding Company,1,2005-06-30
1037003,State Member Bank,1,2005-06-30
1037003,Domestic Entity Other,40,2005-06-30
1037003,Finance Company,4,2005-06-30
1037003,Securities Broker/Dealer,1,2005-06-30
1037003,Non-deposit Trust Company - Non- member,1,2005-06-30
1037003,Data Processing Servicer,1,2005-06-30
1037003,National Bank,1,2005-06-30
1037003,Bank Holding Company,1,2005-09-30
1037003,State Member Bank,1,2005-09-30
1037003,Domestic Entity Other,40,2005-09-30
1037003,Finance Company,4,2005-09-30
1037003,Securities Broker/Dealer,1,2005-09-30
1037003,Non-deposit Trust Company - Non- member,1,2005-09-30
1037003,Data Processing Servicer,1,2005-09-30
1037003,National Bank,1,2005-09-30
1037003,Bank Holding Company,1,2005-12-31
1037003,State Member Bank,1,2005-12-31
1037003,Domestic Entity Other,37,2005-12-31
1037003,Finance Company,4,2005-12-31
1037003,Securities Broker/Dealer,1,2005-12-31
1037003,Non-deposit Trust Company - Non- member,1,2005-12-31
1037003,Data Processing Servicer,1,2005-12-31
1037003,National Bank,1,2005-12-31
1037003,Bank Holding Company,1,2006-03-31
1037003,State Member Bank,1,2006-03-31
1037003,Domestic Entity Other,39,2006-03-31
1037003,Finance Company,4,2006-03-31
1037003,Securities Broker/Dealer,1,2006-03-31
1037003,Non-deposit Trust Company - Non- member,1,2006-03-31
1037003,Data Processing Servicer,1,2006-03-31
1037003,National Bank,1,2006-03-31
1037003,Bank Holding Company,1,2006-06-30
1037003,State Member Bank,1,2006-06-30
1037003,Domestic Entity Other,39,2006-06-30
1037003,Finance Company,4,2006-06-30
1037003,Securities Broker/Dealer,1,2006-06-30
1037003,Non-deposit Trust Company - Non- member,1,2006-06-30
1037003,Data Processing Servicer,1,2006-06-30
1037003,National Bank,1,2006-06-30
1037003,Bank Holding Company,1,2006-09-30
1037003,State Member Bank,1,2006-09-30
1037003,Domestic Entity Other,35,2006-09-30
1037003,Finance Company,4,2006-09-30
1037003,Securities Broker/Dealer,1,2006-09-30
1037003,Non-deposit Trust Company - Non- member,1,2006-09-30
1037003,National Bank,1,2006-09-30
1037003,Bank Holding Company,1,2006-12-31
1037003,State Member Bank,1,2006-12-31
1037003,Domestic Entity Other,31,2006-12-31
1037003,Finance Company,4,2006-12-31
1037003,Securities Broker/Dealer,1,2006-12-31
1037003,Non-deposit Trust Company - Non- member,1,2006-12-31
1037003,National Bank,1,2006-12-31
1037003,Bank Holding Company,1,2007-03-31
1037003,State Member Bank,1,2007-03-31
1037003,Domestic Entity Other,29,2007-03-31
1037003,Finance Company,4,2007-03-31
1037003,Securities Broker/Dealer,1,2007-03-31
1037003,Non-deposit Trust Company - Non- member,1,2007-03-31
1037003,National Bank,1,2007-03-31
1037003,Bank Holding Company,1,2007-06-30
1037003,State Member Bank,1,2007-06-30
1037003,Domestic Entity Other,28,2007-06-30
1037003,Finance Company,4,2007-06-30
1037003,Securities Broker/Dealer,1,2007-06-30
1037003,Non-deposit Trust Company - Non- member,1,2007-06-30
1037003,National Bank,1,2007-06-30
1037003,Bank Holding Company,1,2007-09-30
1037003,State Member Bank,1,2007-09-30
1037003,Domestic Entity Other,28,2007-09-30
1037003,Finance Company,4,2007-09-30
1037003,Securities Broker/Dealer,1,2007-09-30
1037003,Non-deposit Trust Company - Non- member,1,2007-09-30
1037003,National Bank,1,2007-09-30
1037003,Bank Holding Company,1,2007-12-31
1037003,State Member Bank,1,2007-12-31
1037003,Domestic Entity Other,30,2007-12-31
1037003,Finance Company,4,2007-12-31
1037003,Securities Broker/Dealer,1,2007-12-31
1037003,Non-deposit Trust Company - Non- member,1,2007-12-31
1037003,National Bank,1,2007-12-31
1037003,Bank Holding Company,1,2008-03-31
1037003,State Member Bank,1,2008-03-31
1037003,Domestic Entity Other,31,2008-03-31
1037003,Finance Company,4,2008-03-31
1037003,Securities Broker/Dealer,1,2008-03-31
1037003,Non-deposit Trust Company - Non- member,1,2008-03-31
1037003,National Bank,1,2008-03-31
1037003,Bank Holding Company,1,2008-06-30
1037003,State Member Bank,1,2008-06-30
1037003,Domestic Entity Other,31,2008-06-30
1037003,Finance Company,4,2008-06-30
1037003,Securities Broker/Dealer,1,2008-06-30
1037003,Non-deposit Trust Company - Non- member,1,2008-06-30
1037003,National Bank,1,2008-06-30
1037003,Bank Holding Company,1,2008-09-30
1037003,State Member Bank,1,2008-09-30
1037003,Domestic Entity Other,31,2008-09-30
1037003,Finance Company,4,2008-09-30
1037003,Securities Broker/Dealer,1,2008-09-30
1037003,Non-deposit Trust Company - Non- member,1,2008-09-30
1037003,National Bank,1,2008-09-30
1037003,Bank Holding Company,1,2008-12-31
1037003,State Member Bank,1,2008-12-31
1037003,Domestic Entity Other,30,2008-12-31
1037003,Finance Company,4,2008-12-31
1037003,Securities Broker/Dealer,1,2008-12-31
1037003,Non-deposit Trust Company - Non- member,1,2008-12-31
1037003,National Bank,1,2008-12-31
1037003,Bank Holding Company,1,2009-03-31
1037003,State Member Bank,1,2009-03-31
1037003,Domestic Entity Other,30,2009-03-31
1037003,Finance Company,3,2009-03-31
1037003,Securities Broker/Dealer,1,2009-03-31
1037003,Non-deposit Trust Company - Non- member,1,2009-03-31
1037003,National Bank,1,2009-03-31
1037003,Bank Holding Company,2,2009-06-30
1037003,Domestic Entity Other,33,2009-06-30
1037003,State Member Bank,1,2009-06-30
1037003,Finance Company,2,2009-06-30
1037003,Securities Broker/Dealer,1,2009-06-30
1037003,Non-deposit Trust Company - Non- member,1,2009-06-30
1037003,National Bank,1,2009-06-30
1037003,Bank Holding Company,2,2009-09-30
1037003,Domestic Entity Other,33,2009-09-30
1037003,State Member Bank,1,2009-09-30
1037003,Finance Company,2,2009-09-30
1037003,Securities Broker/Dealer,1,2009-09-30
1037003,Non-deposit Trust Company - Non- member,1,2009-09-30
1037003,National Bank,1,2009-09-30
1037003,Bank Holding Company,2,2009-12-31
1037003,Domestic Entity Other,32,2009-12-31
1037003,State Member Bank,1,2009-12-31
1037003,Finance Company,2,2009-12-31
1037003,Securities Broker/Dealer,1,2009-12-31
1037003,Non-deposit Trust Company - Non- member,1,2009-12-31
1037003,National Bank,1,2009-12-31
1037003,Bank Holding Company,2,2010-03-31
1037003,Domestic Entity Other,32,2010-03-31
1037003,State Member Bank,1,2010-03-31
1037003,Finance Company,2,2010-03-31
1037003,Securities Broker/Dealer,1,2010-03-31
1037003,Non-deposit Trust Company - Non- member,1,2010-03-31
1037003,National Bank,1,2010-03-31
1037003,Bank Holding Company,2,2010-06-30
1037003,Domestic Entity Other,32,2010-06-30
1037003,State Member Bank,1,2010-06-30
1037003,Finance Company,2,2010-06-30
1037003,Securities Broker/Dealer,1,2010-06-30
1037003,Non-deposit Trust Company - Non- member,1,2010-06-30
1037003,National Bank,1,2010-06-30
1037003,Bank Holding Company,2,2010-09-30
1037003,Domestic Entity Other,32,2010-09-30
1037003,State Member Bank,1,2010-09-30
1037003,Finance Company,2,2010-09-30
1037003,Securities Broker/Dealer,1,2010-09-30
1037003,Non-deposit Trust Company - Non- member,1,2010-09-30
1037003,National Bank,1,2010-09-30
1037003,Bank Holding Company,2,2010-12-31
1037003,Domestic Entity Other,32,2010-12-31
1037003,State Member Bank,1,2010-12-31
1037003,Finance Company,2,2010-12-31
1037003,Securities Broker/Dealer,1,2010-12-31
1037003,Non-deposit Trust Company - Non- member,1,2010-12-31
1037003,National Bank,1,2010-12-31
1037003,Financial Holding Company - Domestic,2,2011-03-31
1037003,Domestic Entity Other,32,2011-03-31
1037003,State Member Bank,1,2011-03-31
1037003,Finance Company,2,2011-03-31
1037003,Securities Broker/Dealer,1,2011-03-31
1037003,Non-deposit Trust Company - Non- member,1,2011-03-31
1037003,National Bank,1,2011-03-31
1037003,Financial Holding Company - Domestic,2,2011-06-30
1037003,Domestic Entity Other,56,2011-06-30
1037003,State Member Bank,2,2011-06-30
1037003,Finance Company,2,2011-06-30
1037003,Securities Broker/Dealer,2,2011-06-30
1037003,Non-deposit Trust Company - Non- member,2,2011-06-30
1037003,National Bank,2,2011-06-30
1037003,International Nonbank Sub of Domestic Entities,21,2011-06-30
1037003,Financial Holding Company - Domestic,2,2011-09-30
1037003,Domestic Entity Other,59,2011-09-30
1037003,State Member Bank,1,2011-09-30
1037003,Finance Company,2,2011-09-30
1037003,Securities Broker/Dealer,2,2011-09-30
1037003,National Bank,1,2011-09-30
1037003,Non-deposit Trust Company - Non- member,1,2011-09-30
1037003,International Nonbank Sub of Domestic Entities,21,2011-09-30
1037003,Financial Holding Company - Domestic,2,2011-12-31
1037003,Domestic Entity Other,59,2011-12-31
1037003,State Member Bank,1,2011-12-31
1037003,Finance Company,2,2011-12-31
1037003,Securities Broker/Dealer,2,2011-12-31
1037003,National Bank,1,2011-12-31
1037003,Non-deposit Trust Company - Non- member,1,2011-12-31
1037003,International Nonbank Sub of Domestic Entities,21,2011-12-31
1037003,Financial Holding Company - Domestic,2,2012-03-31
1037003,Domestic Entity Other,59,2012-03-31
1037003,State Member Bank,1,2012-03-31
1037003,Finance Company,2,2012-03-31
1037003,Securities Broker/Dealer,2,2012-03-31
1037003,National Bank,1,2012-03-31
1037003,Non-deposit Trust Company - Non- member,1,2012-03-31
1037003,Foreign Entity Other,6,2012-03-31
1037003,International Nonbank Sub of Domestic Entities,15,2012-03-31
1037003,Financial Holding Company - Domestic,2,2012-06-30
1037003,Domestic Entity Other,59,2012-06-30
1037003,State Member Bank,1,2012-06-30
1037003,Finance Company,2,2012-06-30
1037003,Securities Broker/Dealer,2,2012-06-30
1037003,National Bank,1,2012-06-30
1037003,Non-deposit Trust Company - Non- member,1,2012-06-30
1037003,Foreign Entity Other,6,2012-06-30
1037003,International Nonbank Sub of Domestic Entities,15,2012-06-30
1037003,Financial Holding Company - Domestic,2,2012-09-30
1037003,Domestic Entity Other,57,2012-09-30
1037003,State Member Bank,1,2012-09-30
1037003,Finance Company,2,2012-09-30
1037003,Securities Broker/Dealer,2,2012-09-30
1037003,National Bank,1,2012-09-30
1037003,Non-deposit Trust Company - Non- member,1,2012-09-30
1037003,Foreign Entity Other,6,2012-09-30
1037003,International Nonbank Sub of Domestic Entities,15,2012-09-30
1037003,Financial Holding Company - Domestic,2,2012-12-31
1037003,Domestic Entity Other,55,2012-12-31
1037003,State Member Bank,1,2012-12-31
1037003,Finance Company,2,2012-12-31
1037003,Securities Broker/Dealer,2,2012-12-31
1037003,National Bank,1,2012-12-31
1037003,Non-deposit Trust Company - Non- member,1,2012-12-31
1037003,Foreign Entity Other,6,2012-12-31
1037003,International Nonbank Sub of Domestic Entities,15,2012-12-31
1037003,Financial Holding Company - Domestic,2,2013-03-31
1037003,Domestic Entity Other,55,2013-03-31
1037003,State Member Bank,1,2013-03-31
1037003,Finance Company,2,2013-03-31
1037003,Securities Broker/Dealer,2,2013-03-31
1037003,National Bank,1,2013-03-31
1037003,Non-deposit Trust Company - Non- member,1,2013-03-31
1037003,Foreign Entity Other,6,2013-03-31
1037003,International Nonbank Sub of Domestic Entities,15,2013-03-31
1037003,Financial Holding Company - Domestic,2,2013-06-30
1037003,Domestic Entity Other,55,2013-06-30
1037003,State Member Bank,1,2013-06-30
1037003,Finance Company,2,2013-06-30
1037003,Securities Broker/Dealer,2,2013-06-30
1037003,National Bank,1,2013-06-30
1037003,Non-deposit Trust Company - Non- member,1,2013-06-30
1037003,Foreign Entity Other,6,2013-06-30
1037003,International Nonbank Sub of Domestic Entities,15,2013-06-30
1037003,Financial Holding Company - Domestic,2,2013-09-30
1037003,Domestic Entity Other,56,2013-09-30
1037003,State Member Bank,1,2013-09-30
1037003,Finance Company,2,2013-09-30
1037003,Securities Broker/Dealer,1,2013-09-30
1037003,National Bank,1,2013-09-30
1037003,Non-deposit Trust Company - Non- member,1,2013-09-30
1037003,Foreign Entity Other,6,2013-09-30
1037003,International Nonbank Sub of Domestic Entities,15,2013-09-30
1037003,Financial Holding Company - Domestic,2,2013-12-31
1037003,Domestic Entity Other,51,2013-12-31
1037003,State Member Bank,1,2013-12-31
1037003,Finance Company,1,2013-12-31
1037003,Securities Broker/Dealer,1,2013-12-31
1037003,National Bank,1,2013-12-31
1037003,Non-deposit Trust Company - Non- member,1,2013-12-31
1037003,Foreign Entity Other,6,2013-12-31
1037003,International Nonbank Sub of Domestic Entities,14,2013-12-31
1037003,Financial Holding Company - Domestic,2,2014-03-31
1037003,Domestic Entity Other,50,2014-03-31
1037003,State Member Bank,1,2014-03-31
1037003,Finance Company,1,2014-03-31
1037003,Securities Broker/Dealer,1,2014-03-31
1037003,National Bank,1,2014-03-31
1037003,Non-deposit Trust Company - Non- member,1,2014-03-31
1037003,Foreign Entity Other,6,2014-03-31
1037003,International Nonbank Sub of Domestic Entities,14,2014-03-31
1037003,Financial Holding Company - Domestic,2,2014-06-30
1037003,Domestic Entity Other,47,2014-06-30
1037003,State Member Bank,1,2014-06-30
1037003,Securities Broker/Dealer,1,2014-06-30
1037003,National Bank,1,2014-06-30
1037003,Non-deposit Trust Company - Non- member,1,2014-06-30
1037003,Foreign Entity Other,6,2014-06-30
1037003,International Nonbank Sub of Domestic Entities,13,2014-06-30
1037003,Financial Holding Company - Domestic,2,2014-09-30
1037003,Domestic Entity Other,46,2014-09-30
1037003,State Member Bank,1,2014-09-30
1037003,Securities Broker/Dealer,1,2014-09-30
1037003,National Bank,1,2014-09-30
1037003,Non-deposit Trust Company - Non- member,1,2014-09-30
1037003,Foreign Entity Other,6,2014-09-30
1037003,International Nonbank Sub of Domestic Entities,13,2014-09-30
1037003,Financial Holding Company - Domestic,2,2014-12-31
1037003,Domestic Entity Other,46,2014-12-31
